"","model2.y","model2.predicted","X1","X2","X3","X4","X5"
"3","3","5",0,0,0.0460251046025105,0.0878661087866109,0.866108786610879
"623","5","5",0,0,0,0,1
"1922","5","5",0,0,0.104022191400832,0.10124826629681,0.794729542302358
"2312","3","5",0,0,0,0,1
"2203","2","5",0,0,0,0,1
"39","5","5",0,0,0,0,1
"437","4","5",0,0,0.0484764542936288,0.267313019390582,0.684210526315789
"2245","5","5",0,0,0,0,1
"1523","5","5",0,0,0,0,1
"1433","1","5",0,0,0,0,1
"2209","4","5",0,0,0,0,1
"1446","4","5",0,0,0,0,1
"2070","5","5",0,0,0,0.00133511348464619,0.998664886515354
"2540","3","5",0,0.00274725274725275,0.332417582417582,0.199175824175824,0.465659340659341
"140","5","5",0.0267983074753173,0.00705218617771509,0.0677009873060649,0.212976022566996,0.685472496473907
"491","2","3",0,0,0.747688243064729,0.132100396301189,0.120211360634082
"298","4","5",0,0,0,0.00135685210312076,0.998643147896879
"651","5","5",0,0,0.0280373831775701,0.292389853137517,0.679572763684913
"1721","5","5",0,0,0,0.00134048257372654,0.998659517426273
"1894","5","5",0,0,0.0459940652818991,0.305637982195846,0.648367952522255
"346","5","5",0,0,0.368983957219251,0.0267379679144385,0.60427807486631
"10","3","5",0,0,0.0638586956521739,0.0828804347826087,0.853260869565217
"304","2","5",0,0,0,0,1
"2279","3","5",0,0,0,0,1
"345","4","5",0,0,0.319209039548023,0.00988700564971751,0.67090395480226
"1697","5","5",0,0,0,0,1
"1426","2","5",0,0,0,0,1
"2482","4","4",0,0.00404312668463612,0.252021563342318,0.632075471698113,0.111859838274933
"2274","4","5",0,0,0,0,1
"1581","5","5",0,0,0,0,1
"1947","1","5",0,0,0,0,1
"1684","2","5",0,0,0,0,1
"1545","2","5",0,0,0,0,1
"102","3","5",0,0,0.0368421052631579,0.163157894736842,0.8
"2507","4","5",0,0,0,0,1
"2367","4","5",0,0,0,0,1
"1507","5","5",0,0,0.00410958904109589,0.0287671232876712,0.967123287671233
"1452","4","5",0,0,0,0,1
"1800","4","5",0,0,0,0,1
"348","3","5",0,0,0.220505617977528,0.0252808988764045,0.754213483146067
"254","5","5",0,0,0,0.00685871056241427,0.993141289437586
"2172","3","5",0,0,0,0,1
"389","4","5",0,0,0,0,1
"2292","5","5",0,0,0.0234806629834254,0,0.976519337016575
"2564","2","5",0,0,0,0,1
"458","5","5",0,0,0,0,1
"1586","4","5",0,0,0,0,1
"2110","5","5",0,0,0,0,1
"1565","5","5",0,0,0.0782967032967033,0.196428571428571,0.725274725274725
"1880","3","3",0.178385416666667,0,0.416666666666667,0.0520833333333333,0.352864583333333
"2475","5","5",0,0,0,0,1
"1864","4","3",0.123268698060942,0,0.56786703601108,0.00138504155124654,0.307479224376731
"1960","4","5",0,0,0,0,1
"334","3","5",0,0,0.0259208731241473,0.252387448840382,0.721691678035471
"1867","1","3",0.0235602094240838,0,0.62565445026178,0.049738219895288,0.301047120418848
"2181","5","5",0,0,0,0,1
"169","5","5",0,0,0,0,1
"2376","4","5",0,0,0,0,1
"152","4","5",0,0,0,0.00130890052356021,0.99869109947644
"2204","4","5",0,0,0,0,1
"1746","1","5",0,0,0,0.00549450549450549,0.994505494505495
"440","3","5",0,0,0.0284090909090909,0.278409090909091,0.693181818181818
"1536","5","5",0,0,0,0,1
"2088","5","5",0,0,0,0,1
"2392","5","5",0,0,0,0,1
"213","4","5",0,0,0,0.0145118733509235,0.985488126649076
"1455","4","5",0,0,0,0,1
"2117","5","5",0,0,0,0,1
"1957","4","5",0,0,0,0,1
"1991","4","5",0,0,0,0,1
"455","4","5",0,0,0,0,1
"217","5","5",0,0,0.00137174211248285,0.0315500685871056,0.967078189300412
"2073","4","5",0,0,0,0,1
"1516","4","5",0,0,0.00132802124833997,0.0159362549800797,0.98273572377158
"291","3","5",0,0,0,0.00134952766531714,0.998650472334683
"275","5","5",0,0,0,0,1
"1953","2","5",0,0,0,0,1
"1525","2","5",0,0,0,0,1
"305","5","5",0,0,0,0,1
"1743","5","5",0,0,0,0.00696378830083565,0.993036211699164
"2477","4","5",0,0,0,0,1
"1858","3","5",0,0,0,0,1
"357","5","5",0,0,0.354196301564723,0.0298719772403983,0.615931721194879
"2389","5","5",0,0,0,0,1
"2337","5","5",0,0,0,0,1
"2485","3","4",0,0.00138888888888889,0.172222222222222,0.722222222222222,0.104166666666667
"608","4","4",0,0.00135135135135135,0.243243243243243,0.65,0.105405405405405
"1438","4","5",0,0,0,0,1
"108","2","5",0,0,0.0629370629370629,0.188811188811189,0.748251748251748
